event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
1170,10-02-2025 17:48,home,west,basic,mobile_app,auto,rejected,33,284912,55213,50,156499,2,1151,48,3,0.75,0.28,48.5,1,0,47.5,840910,0.62,3,0.44,0,197473,0.79,53,0,1,0,0,0.18,0.94,0,43
1171,10-02-2025 18:07,home,north,premium,branch,auto,rejected,46,797424,14148,88,410594,1,773,67,5,0.15,0.88,88.4,2,0,60.8,887958,0.11,3,0.55,0,161939,2.54,76,1,2,1,0,-0.13,0.8,0,61
1172,10-02-2025 18:13,warranty,central,standard,branch,hybrid,submitted,59,1604440,79088,72,188850,1,3775,29,6,0.3,0.52,78.7,0,1,79.2,200196,1.14,3,0.38,1,45440,4.16,273,0,1,0,0,0.22,0.85,1,95
1173,10-02-2025 18:32,home,east,standard,web,auto,under_review,37,1977753,21802,115,139176,3,339,69,0,0.19,0.76,9.1,0,1,25,387370,0.74,1,0.66,0,80827,1.72,238,0,0,0,1,0.12,0.99,0,40
1174,10-02-2025 18:36,education,central,premium,branch,manual,approved,37,776556,13072,28,67908,1,3653,13,4,0.59,0.85,41.4,0,0,59.2,173653,0.27,3,0.63,0,103242,0.66,199,2,0,0,0,0.61,0.63,0,69
1175,10-02-2025 18:56,home,north,basic,mobile_app,manual,investigating,47,500679,10296,88,10264,0,3726,71,9,0.11,0.27,67.6,1,1,60.9,501114,1.03,0,0.9,0,125131,0.08,196,4,1,1,0,0.21,0.67,0,46
1176,10-02-2025 19:02,vehicle,north,premium,mobile_app,auto,under_review,19,1838747,63557,69,435621,2,1259,79,9,0.84,0.83,60.6,2,0,14,350076,0.73,0,0.39,0,181665,2.4,36,1,0,0,1,0.77,0.55,0,31
1177,10-02-2025 19:18,health,central,standard,web,hybrid,rejected,32,247407,77137,40,471472,4,1119,58,7,0.3,0.77,26.5,1,0,32.7,677599,0.6,3,0.62,0,134176,3.51,256,1,1,0,0,-0.96,0.93,1,73
1178,10-02-2025 19:30,life,north,premium,branch,hybrid,submitted,52,1587259,69670,103,170888,2,3123,22,2,0.59,0.15,95.6,1,0,86.9,986602,0.71,0,0.77,1,230586,0.74,291,1,0,0,0,-0.85,0.65,0,25
1179,10-02-2025 19:41,business,north,premium,web,hybrid,investigating,59,,33529,21,118139,2,1374,42,8,0.83,0.77,53.5,0,1,90.2,94116,0.8,2,0.48,0,207535,0.57,262,1,0,0,0,0.79,0.81,0,14
1180,10-02-2025 19:50,business,west,basic,branch,auto,rejected,51,496394,35500,97,261460,1,1011,18,6,0.57,0.13,56.7,0,0,17.4,552100,1.44,0,0.68,0,30070,8.69,98,3,0,0,0,-0.48,0.73,1,89
1181,10-02-2025 20:05,home,west,standard,agent,manual,rejected,68,1261882,74673,96,363453,0,1227,43,3,0.04,0.32,82.3,1,1,52,305894,1.33,0,0.91,0,171724,2.12,288,1,0,0,0,0.06,0.44,1,81
1182,10-02-2025 20:18,home,west,standard,branch,manual,rejected,35,845575,49008,109,222251,0,2090,28,5,0.36,0.22,22.8,1,1,91.6,628541,0.14,2,0.44,0,273110,0.81,222,0,1,0,0,0.56,0.43,0,52
1183,10-02-2025 20:27,business,east,premium,agent,auto,under_review,25,465388,52871,28,430871,2,1587,85,6,0.42,0.4,31,1,1,34.5,216897,0.6,2,0.23,1,123140,3.5,167,0,0,0,0,0.28,0.99,1,69
1184,10-02-2025 20:37,home,east,basic,web,hybrid,under_review,37,1809409,42401,106,58086,0,190,37,3,0.01,0.41,59.5,0,1,79.5,933647,1.27,1,0.22,0,267556,0.22,163,1,0,0,0,0.6,0.61,1,58
1185,10-02-2025 20:52,business,south,premium,agent,auto,rejected,49,1977116,46348,91,454087,0,981,56,0,0.57,0.59,69.7,0,1,27.5,162651,1.49,2,0.54,0,113336,4.01,227,1,1,1,0,0.67,0.24,1,69
1186,10-02-2025 21:01,vehicle,central,basic,web,hybrid,rejected,73,1151087,29824,8,252683,1,1289,0,2,0.67,0.38,24.2,0,0,33.5,582714,0.19,1,0.91,0,98015,2.58,30,1,2,1,0,0.21,0.19,0,12
1187,10-02-2025 21:14,life,west,basic,web,hybrid,under_review,37,835739,69685,29,407876,4,1324,70,2,0.82,0.45,28.3,2,0,31.3,145625,0.65,2,0.48,0,22719,17.95,256,0,0,0,1,0.25,0.12,0,32
1188,10-02-2025 21:30,health,east,standard,web,hybrid,approved,62,1581276,50545,30,232192,1,3570,75,5,0.43,0.38,87.6,0,0,23.1,81754,0.59,1,0.6,0,53624,4.33,53,1,2,0,0,-0.09,0.37,0,50
1189,10-02-2025 21:42,agriculture,west,basic,mobile_app,auto,rejected,66,1679956,38877,68,124111,0,89,4,5,0.75,0.7,61.1,0,0,93.7,526243,1.34,1,0.28,0,170118,0.73,146,1,0,1,1,-0.8,0.72,0,32
1190,10-02-2025 21:50,health,east,premium,agent,hybrid,submitted,19,945929,72067,64,179211,5,1246,59,6,0.17,0.49,25.9,1,1,81.3,763762,1.23,0,0.73,0,248788,0.72,184,0,0,0,0,-0.78,0.19,0,58
1191,10-02-2025 22:02,home,north,basic,web,auto,under_review,18,1982012,60864,36,440068,5,518,58,4,0.15,0.23,66.6,1,0,76.6,713511,1.04,1,0.85,0,177337,2.48,128,0,2,1,0,-0.69,0.41,0,11
1192,10-02-2025 22:12,vehicle,south,standard,agent,auto,investigating,34,1356022,17095,74,349823,4,1807,24,3,0.96,0.11,97.2,2,0,65.1,234334,1.01,2,0.76,0,89780,3.9,156,1,0,1,0,-0.98,0.58,1,83
1193,10-02-2025 22:29,education,north,standard,web,auto,rejected,43,359990,43267,114,441358,2,2276,58,0,0.92,0.4,28,0,1,10.5,373574,1.39,1,0.28,0,258230,1.71,248,1,0,1,0,-0.76,0.48,0,21
1194,10-02-2025 22:39,life,south,basic,agent,auto,under_review,59,1480791,52966,10,127506,1,187,60,3,0.48,0.44,15.5,1,0,55.2,183877,1.38,0,0.58,0,275889,0.46,6,0,1,1,0,0.39,0.34,0,5
1195,10-02-2025 22:53,health,east,basic,agent,hybrid,approved,55,1455210,15383,51,128031,0,2842,87,7,0.02,0.32,94.6,0,0,25.5,641168,0.4,1,0.23,0,75995,1.68,210,2,0,0,0,-0.42,0.13,0,64
1196,10-02-2025 23:04,business,south,premium,branch,hybrid,investigating,25,355411,59944,44,189038,1,2047,7,2,0.98,0.76,94.9,0,0,28.6,702285,0.14,1,0.94,1,78323,2.41,30,0,0,0,0,0.03,0.32,0,20
1197,10-02-2025 23:15,agriculture,north,basic,agent,hybrid,submitted,33,668531,78890,70,166327,2,3294,19,1,0.05,0.57,31.6,0,0,56.2,609110,0.63,1,0.95,0,42081,3.95,125,0,2,0,0,0.39,0.71,1,68
1198,10-02-2025 23:31,education,central,premium,web,hybrid,under_review,35,1490133,60005,27,477113,0,667,57,3,0.34,0.25,5.8,0,2,62.7,591667,0.47,2,0.89,0,281839,1.69,271,1,0,1,0,0.1,0.37,0,31
1199,10-02-2025 23:40,education,south,basic,mobile_app,manual,investigating,39,833113,79533,80,219679,2,42,,7,0.04,0.7,28.6,0,1,16.8,506138,1.39,0,0.86,0,206159,1.07,179,2,0,0,0,-0.16,0.99,0,57
1200,10-02-2025 23:48,agriculture,east,premium,web,hybrid,submitted,73,1405892,5184,17,42393,2,2209,35,4,0.31,0.2,34.1,1,0,88.6,693009,0.23,2,0.22,0,224961,0.19,104,0,0,1,0,-0.09,0.96,0,5
1201,11-02-2025 00:07,education,east,premium,branch,auto,under_review,38,1439138,5404,75,464444,0,373,77,2,0.11,0.43,46.2,0,0,87.4,382000,0.72,1,0.28,1,91378,5.08,133,2,0,0,0,0.48,0.24,1,65
1202,11-02-2025 00:14,agriculture,east,premium,web,manual,submitted,55,1009081,43872,64,55816,1,324,53,0,0.3,0.7,6.5,1,1,41.1,586605,1.02,2,0.66,0,87182,0.64,248,3,1,1,0,-0.34,0.93,1,79
1203,11-02-2025 00:28,home,north,premium,mobile_app,manual,rejected,36,955757,26863,111,245722,4,1195,36,3,0.45,0.35,16.3,0,1,60.7,868619,0.78,1,0.61,0,76932,3.19,45,0,2,0,0,0.06,0.16,0,67
1204,11-02-2025 00:41,life,central,premium,branch,hybrid,rejected,52,1038156,63860,22,443882,1,3312,63,0,0.35,0.73,83.9,0,0,79.6,753964,1.31,1,0.28,0,156537,2.84,243,0,1,0,1,-0.96,0.82,0,57
1205,11-02-2025 00:56,home,east,standard,mobile_app,manual,approved,58,1948231,18530,23,450112,1,2128,23,1,0.03,0.5,58.2,0,0,90.6,667993,0.62,2,0.62,0,83284,5.4,12,1,0,0,0,0.29,0.99,1,81
1206,11-02-2025 01:08,life,central,basic,branch,manual,rejected,46,885883,53661,55,256765,0,2402,48,7,0.36,0.37,43.9,0,1,90.5,433458,1.4,2,0.32,0,109788,2.34,85,2,1,0,0,-0.7,0.35,0,9
1207,11-02-2025 01:19,health,north,standard,agent,manual,under_review,58,,7090,48,330133,1,3956,29,0,0.21,0.16,78.3,1,1,77.5,373987,1.13,3,0.86,0,263226,1.25,290,1,1,0,0,-0.08,0.44,1,100
1208,11-02-2025 01:30,life,east,premium,branch,manual,investigating,50,1254886,73786,62,255930,1,3899,49,9,0.53,0.2,72.6,1,0,71.5,95782,0.43,0,0.92,1,222899,1.15,172,0,0,0,0,-0.9,0.34,0,45
1209,11-02-2025 01:44,business,north,basic,web,auto,approved,64,1555130,20253,15,75590,1,719,39,4,0.16,0.89,28.1,0,2,75.3,215278,1.18,0,0.89,0,222582,0.34,249,0,0,0,0,-0.15,0.12,0,18
1210,11-02-2025 01:49,home,central,premium,mobile_app,hybrid,approved,73,274648,67563,106,107513,1,915,7,5,0.37,0.2,73.5,0,1,25.3,274031,1.27,1,0.26,0,261726,0.41,46,0,0,0,0,0.8,0.64,0,9
1211,11-02-2025 02:01,health,north,premium,mobile_app,hybrid,approved,18,1191089,21207,91,333492,2,1602,79,4,0.39,0.42,59.2,1,0,74.8,414672,1.22,0,0.31,0,243772,1.37,18,2,0,1,0,-0.66,0.3,0,68
1212,11-02-2025 02:17,education,central,basic,mobile_app,auto,under_review,48,653341,29550,31,126398,1,79,35,1,0.85,0.73,90.8,1,2,45.3,452935,0.88,3,0.63,0,71998,1.76,150,0,1,0,0,0.79,0.89,0,39
1213,11-02-2025 02:25,health,central,basic,web,manual,under_review,28,488938,56975,112,401224,0,3064,37,8,0.54,0.59,13.8,0,0,92.7,542468,0.37,3,0.58,1,224304,1.79,85,0,0,0,0,-0.83,0.4,0,22
1214,11-02-2025 02:38,business,east,premium,web,hybrid,investigating,49,1295598,23697,106,234796,1,1085,60,1,0.6,0.82,9.8,0,0,32,602511,0.68,2,0.34,0,169112,1.39,79,1,2,0,0,-0.38,0.85,0,22
1215,11-02-2025 02:52,agriculture,east,premium,branch,manual,submitted,72,1590242,38801,13,180160,1,3798,77,7,0.82,0.32,2.1,1,0,89.5,888194,0.48,3,0.4,0,279154,0.65,271,1,2,1,1,0.84,0.14,0,13
1216,11-02-2025 03:08,vehicle,east,premium,agent,hybrid,approved,18,1429250,42672,8,267964,1,2260,2,4,0.22,0.61,39.8,0,0,31.9,649489,1,0,0.57,0,115455,2.32,179,2,1,1,0,0.78,0.61,0,30
1217,11-02-2025 03:13,vehicle,west,standard,branch,manual,rejected,60,756714,50149,57,304230,1,3097,22,5,0.5,0.41,23,0,0,38.1,954342,0.71,1,0.92,0,88733,3.43,52,1,1,0,0,0.56,0.47,0,31
1218,11-02-2025 03:31,agriculture,east,standard,mobile_app,hybrid,submitted,38,1151859,5169,18,368477,4,3476,2,3,0.01,0.74,76.5,2,0,14.6,161883,0.29,2,0.28,0,273277,1.35,157,0,2,1,0,0.33,0.54,0,26
1219,11-02-2025 03:36,home,south,premium,agent,auto,investigating,30,352085,16463,76,167897,1,3308,51,8,0.85,0.72,96.2,0,1,20.9,347821,0.93,0,0.91,0,222276,0.76,115,0,0,0,0,0.53,0.91,0,14
1220,11-02-2025 03:52,agriculture,west,basic,mobile_app,auto,investigating,22,426182,73863,52,450363,0,3536,29,1,0.02,0.56,22.1,0,0,75.4,297368,1.29,1,0.61,1,187713,2.4,280,1,1,0,0,0.5,0.72,0,20
1221,11-02-2025 04:04,education,central,premium,mobile_app,auto,investigating,52,1021184,46640,79,295432,3,269,31,3,0.79,0.77,87.6,0,2,10.8,931300,0.82,2,0.64,0,148033,2,139,1,1,1,0,-0.27,0.57,0,50
1222,11-02-2025 04:13,life,north,premium,web,hybrid,submitted,23,926658,16124,101,29309,1,3933,82,4,0.49,0.74,87.3,1,1,11.2,430692,0.74,0,0.33,0,209384,0.14,53,0,2,1,0,-0.66,0.56,0,27
1223,11-02-2025 04:31,home,central,standard,web,manual,submitted,29,1789143,7637,42,423787,3,1239,83,5,0.07,0.73,62.2,0,0,65.3,720220,1.2,1,0.41,1,166896,2.54,12,1,1,1,0,0.75,0.43,0,26
1224,11-02-2025 04:37,business,south,basic,web,hybrid,submitted,55,543993,28981,58,416216,2,1487,88,4,0.27,0.82,8,2,0,64.2,505374,0.79,2,0.85,0,20279,20.52,296,1,0,0,0,0.01,0.52,1,71
1225,11-02-2025 04:50,agriculture,west,basic,branch,manual,under_review,38,,23803,75,254097,0,3127,53,7,0.55,0.47,10.5,0,1,76.2,985273,1.06,2,0.33,0,100413,2.53,36,0,0,1,0,-0.95,0.21,0,14
1226,11-02-2025 05:02,health,east,premium,mobile_app,hybrid,investigating,71,1279570,49768,93,379899,1,3088,20,9,0.61,0.87,10.2,0,0,78.8,809262,1.46,2,0.31,0,171319,2.22,123,0,0,1,0,-0.61,0.98,0,61
1227,11-02-2025 05:20,agriculture,east,basic,mobile_app,manual,submitted,44,1012739,28830,107,93143,2,1463,84,5,0.54,0.74,75.4,1,0,18.1,511924,0.6,0,0.27,1,44831,2.08,218,1,0,1,0,-0.04,0.18,0,3
1228,11-02-2025 05:26,home,central,premium,web,manual,investigating,46,1072944,47130,23,462113,2,222,19,6,0.66,0.15,23.3,1,0,70.4,980931,0.75,1,0.35,0,9748,47.4,77,4,2,0,0,-0.73,0.21,1,86
1229,11-02-2025 05:43,health,central,basic,web,hybrid,rejected,19,1859382,22358,92,384947,2,3165,29,2,0.57,0.12,60.2,0,0,58.5,947757,0.36,0,0.32,0,104050,3.7,103,0,1,1,0,0.57,0.2,0,43
1230,11-02-2025 05:52,warranty,east,standard,agent,auto,rejected,40,276182,50946,42,392757,1,343,87,1,0.36,0.48,26.5,0,2,76.8,324261,0.45,1,0.29,0,254594,1.54,177,0,0,0,0,-0.39,0.3,0,45
1231,11-02-2025 06:07,home,east,standard,agent,auto,approved,24,1978192,64632,99,415330,2,3679,46,0,0.04,0.56,80,0,0,82.5,745080,0.32,0,0.72,1,119441,3.48,254,1,1,0,0,0.73,0.95,1,59
1232,11-02-2025 06:18,vehicle,east,premium,mobile_app,manual,investigating,25,443234,51088,83,418916,4,2032,,8,0.73,0.55,81.8,0,1,33.3,54663,0.28,1,0.94,1,95859,4.37,247,0,1,1,0,0.34,0.79,1,76
1233,11-02-2025 06:29,business,west,premium,branch,manual,investigating,19,604312,53782,99,456352,2,3728,49,4,0.63,0.26,51.2,2,0,10.1,662807,0.2,3,0.81,0,192844,2.37,50,0,0,1,0,0.43,0.95,0,55
1234,11-02-2025 06:38,business,south,basic,web,auto,approved,72,1461487,37723,79,356071,3,2385,7,5,0.41,0.65,70.2,2,0,34.6,730197,0.25,2,0.84,0,169700,2.1,274,1,1,0,0,-0.89,0.84,0,17
1235,11-02-2025 06:50,education,west,basic,branch,auto,under_review,28,1522930,18745,15,39614,3,992,72,1,0.71,0.74,30.4,0,0,30.3,574626,0.45,3,0.49,0,141113,0.28,189,1,0,0,0,-0.18,0.21,0,54
1236,11-02-2025 07:00,business,east,basic,mobile_app,hybrid,approved,37,1535368,5702,37,292198,0,1825,24,2,0.32,0.16,62.3,2,0,78.4,831595,0.22,2,0.3,1,220863,1.32,170,0,0,0,0,-0.6,0.52,0,45
1237,11-02-2025 07:15,warranty,south,basic,web,hybrid,under_review,48,1685419,17836,7,465511,1,2882,61,7,0.16,0.8,,1,1,77,314330,0.79,3,0.28,0,59781,7.79,238,0,0,0,0,-0.12,0.53,0,66
1238,11-02-2025 07:28,warranty,south,premium,web,auto,under_review,40,1254010,12605,65,21730,0,3516,58,5,0.54,0.37,94.9,0,1,57,50053,1.35,1,0.74,0,276860,0.08,107,1,0,1,0,0.57,0.86,0,58
1239,11-02-2025 07:39,vehicle,north,premium,web,auto,under_review,29,675842,27112,89,91408,3,3838,10,0,0.95,0.14,83,0,0,87.8,213585,0.5,3,0.27,0,25017,3.65,270,0,0,0,0,0.43,0.18,0,27
1240,11-02-2025 07:48,vehicle,east,basic,web,auto,under_review,72,684807,20011,50,37321,0,1770,75,3,0.46,0.5,24.4,0,0,19,707462,0.21,2,0.88,0,286186,0.13,20,0,1,0,1,0.12,0.35,0,56
1241,11-02-2025 08:04,vehicle,north,premium,agent,manual,submitted,45,828452,53701,81,310333,3,785,73,7,0.78,0.25,34,0,0,30.9,578030,0.94,0,0.82,1,190289,1.63,125,1,1,0,0,0.51,0.18,1,65
1242,11-02-2025 08:20,life,central,premium,mobile_app,manual,approved,34,1032137,20912,51,414758,3,779,41,5,0.08,0.79,0.7,1,0,77.9,163066,0.81,1,0.77,0,174972,2.37,269,0,2,1,1,0.91,0.26,0,62
1243,11-02-2025 08:25,life,south,premium,web,hybrid,rejected,67,1210744,17372,115,168405,2,786,57,6,0.2,0.1,66.9,1,0,62.8,338495,0.82,2,0.4,1,151633,1.11,26,0,0,0,0,0.17,0.16,0,17
1244,11-02-2025 08:38,health,south,standard,web,manual,approved,19,1086243,23999,79,430482,0,2445,72,7,0.42,0.68,49.6,0,0,49.9,490626,0.32,2,0.53,1,104396,4.12,25,1,1,1,1,-0.28,0.73,1,91
1245,11-02-2025 08:48,life,central,standard,mobile_app,hybrid,rejected,32,727128,51502,113,39646,1,197,47,5,0.93,0.76,15.7,1,0,41,687824,0.83,3,0.28,0,15729,2.52,146,2,2,1,0,-0.53,0.86,0,57
1246,11-02-2025 09:08,education,west,basic,mobile_app,hybrid,rejected,18,,11020,31,32191,0,3616,53,7,0.13,0.58,,1,1,68.7,316071,1.23,1,0.89,0,80720,0.4,231,0,0,0,0,0.34,0.75,0,9
1247,11-02-2025 09:17,warranty,north,basic,agent,hybrid,under_review,58,1264575,71056,79,305711,2,395,84,1,0.19,0.2,89.5,1,0,47.7,955907,0.4,2,0.72,0,206456,1.48,154,0,0,1,0,0.2,0.43,0,1
1248,11-02-2025 09:31,home,central,basic,web,hybrid,under_review,54,1007910,11691,12,351149,1,2505,,9,0.87,0.29,81.5,1,2,42.4,766265,0.31,1,0.6,0,102951,3.41,1,0,0,0,0,-0.91,0.76,1,93
1249,11-02-2025 09:42,education,south,premium,branch,hybrid,submitted,59,1969688,13049,119,499247,1,92,80,5,0.96,0.15,21.9,0,0,33.3,230043,0.39,1,0.82,0,72693,6.87,231,1,0,0,0,0.75,0.27,1,63
1250,11-02-2025 09:49,health,central,basic,branch,manual,under_review,74,1236301,41555,43,291024,3,262,42,6,0.81,0.77,12.2,0,0,56.9,270890,1.12,2,0.47,0,235525,1.24,59,1,0,1,0,-0.59,0.81,0,23
1251,11-02-2025 10:02,life,central,premium,mobile_app,auto,submitted,53,758013,20799,90,56943,1,1388,75,7,0.12,0.44,85.1,1,0,35,920461,0.65,3,0.53,0,37863,1.5,95,0,0,0,0,0.61,0.85,0,69
1252,11-02-2025 10:16,education,east,premium,branch,auto,approved,68,1063473,74868,7,94518,1,3770,20,2,0.92,0.26,47.1,3,1,83.9,850936,0.87,3,0.47,0,212489,0.44,203,0,0,1,0,0.07,0.65,0,34
1253,11-02-2025 10:24,business,central,basic,agent,manual,submitted,24,1364406,70425,84,66056,2,337,32,9,0.35,0.3,50.1,0,0,75.7,545399,0.52,0,0.81,0,268343,0.25,1,0,1,0,0,-0.4,0.41,0,29
1254,11-02-2025 10:37,vehicle,central,standard,mobile_app,auto,under_review,33,796297,22895,65,160647,2,136,68,9,0.56,0.24,49.6,0,2,74.5,563527,0.58,1,0.87,0,261213,0.62,245,3,2,0,0,0.24,0.26,0,64
1255,11-02-2025 10:54,life,east,premium,mobile_app,manual,rejected,59,1121543,40651,82,201228,1,655,18,5,0.27,0.73,67.5,0,0,38.4,996062,0.4,1,0.38,0,61148,3.29,60,1,0,1,0,-0.57,0.89,0,38
1256,11-02-2025 11:00,vehicle,west,basic,web,auto,under_review,44,1294588,48436,101,277047,1,3342,16,5,0.99,0.89,75.6,1,1,74.7,708786,1.2,2,0.45,1,242336,1.14,162,0,0,0,0,-0.97,0.76,0,8
1257,11-02-2025 11:14,vehicle,east,premium,agent,hybrid,under_review,32,1371673,58918,117,119445,2,2649,60,9,0.14,0.19,3,0,0,22.9,76951,0.69,0,0.47,1,141606,0.84,33,0,0,0,0,0.17,0.8,1,89
1258,11-02-2025 11:25,home,south,standard,web,auto,investigating,72,1995888,5496,11,482793,1,2876,74,0,0.7,0.37,29.5,2,0,66.8,796912,0.99,0,0.21,0,94432,5.11,12,0,0,1,0,-0.28,0.46,1,85
1259,11-02-2025 11:41,health,central,basic,web,auto,investigating,38,989381,43576,74,156431,0,3343,55,4,0.76,0.51,80.3,1,2,10.1,813280,1.29,2,0.68,0,183869,0.85,131,2,1,0,0,0.93,0.22,0,42
1260,11-02-2025 11:48,warranty,north,basic,agent,manual,submitted,21,1802748,21535,111,106333,2,1707,25,3,0.06,0.67,60.6,0,0,33.8,903877,0.63,1,0.76,0,117900,0.9,92,0,0,0,0,0.68,0.78,0,27
1261,11-02-2025 12:04,warranty,east,premium,branch,auto,investigating,68,1232828,52967,22,106028,1,1423,62,5,0.61,0.56,46.6,0,1,26.4,337458,0.94,3,0.21,0,37623,2.82,129,2,0,0,0,0.76,0.21,0,41
1262,11-02-2025 12:18,life,north,standard,agent,manual,submitted,42,1609727,41941,109,32785,4,2663,40,0,0.67,0.26,81.2,1,2,17.7,276893,0.77,1,0.25,0,232993,0.14,157,1,0,1,0,-0.02,0.66,0,46
1263,11-02-2025 12:27,home,central,basic,web,hybrid,under_review,29,1730766,50909,8,452112,3,2100,62,7,0.57,0.57,60.6,1,0,25.2,651950,0.51,3,0.26,0,102601,4.41,294,0,1,0,0,0.66,0.82,1,93
1264,11-02-2025 12:40,business,north,basic,web,auto,approved,55,414006,59410,11,130042,0,3699,56,0,0.21,0.17,90.4,0,0,27.7,671360,0.27,2,0.84,0,111058,1.17,12,0,1,0,0,-0.54,0.74,0,47
1265,11-02-2025 12:49,education,north,basic,mobile_app,hybrid,approved,51,1323011,21468,51,440888,2,532,11,6,0.25,0.88,26.4,0,0,91,178509,1.17,3,0.93,0,180696,2.44,207,0,0,0,0,-0.88,0.85,0,62
1266,11-02-2025 13:02,health,north,basic,branch,hybrid,investigating,73,553710,35775,38,77145,0,2701,81,9,0.44,0.54,34.8,0,0,24.7,61782,1.28,3,0.63,1,58689,1.31,273,1,0,0,0,0.47,0.58,0,66
1267,11-02-2025 13:14,business,south,standard,mobile_app,manual,rejected,48,628343,15729,49,438351,2,449,77,7,0.28,0.85,58.1,1,0,21.3,228805,1.25,1,0.89,1,132232,3.31,248,1,0,0,1,0.91,0.84,1,94
1268,11-02-2025 13:31,vehicle,south,basic,agent,auto,rejected,31,965796,72590,91,281525,2,1841,82,9,0.77,0.38,39.3,2,0,63.7,323617,1.1,1,0.57,0,244482,1.15,39,0,0,0,0,-0.98,0.6,0,55
1269,11-02-2025 13:43,education,west,basic,web,hybrid,approved,57,441515,60688,68,243128,3,535,7,5,0.94,0.46,48.8,2,1,41.9,891156,0.27,1,0.67,0,235670,1.03,65,0,1,1,0,-0.98,0.7,0,62
1270,11-02-2025 13:48,warranty,east,standard,branch,hybrid,investigating,34,838529,18011,49,299016,0,3174,77,2,0.68,0.5,63.6,0,0,45.8,456011,1.24,1,0.79,0,246577,1.21,110,0,0,0,0,-0.88,0.78,0,26
1271,11-02-2025 14:08,business,west,premium,mobile_app,hybrid,investigating,24,250582,69305,6,372087,1,616,39,9,0.08,0.29,77.3,2,0,94.1,393034,1.13,1,0.28,0,242045,1.54,221,0,0,0,0,0.29,0.75,0,16
1272,11-02-2025 14:19,business,west,premium,agent,hybrid,submitted,66,739467,63102,56,462598,3,1597,61,2,0.09,0.87,53.9,0,0,18.7,768139,0.71,3,0.82,0,114987,4.02,239,0,0,1,0,0.34,0.23,1,93
1273,11-02-2025 14:26,education,north,basic,mobile_app,manual,under_review,65,1300609,18346,47,250662,2,3744,36,4,0.37,0.5,56.3,0,0,17,910618,0.12,3,0.23,0,149154,1.68,190,1,0,0,1,-0.73,0.61,0,27
1274,11-02-2025 14:41,health,central,standard,mobile_app,hybrid,under_review,18,1735255,8599,68,49301,0,195,12,5,0.63,0.45,60.7,0,4,22.5,147594,1.34,3,0.64,1,175703,0.28,26,0,0,0,0,0.96,0.84,0,64
1275,11-02-2025 14:53,health,central,premium,web,manual,rejected,21,1084699,6782,79,209153,6,928,3,4,0.96,0.88,67.7,1,0,50.9,541932,1.41,1,0.5,0,110491,1.89,13,0,0,0,0,0.16,0.37,0,24
1276,11-02-2025 15:05,warranty,central,standard,agent,auto,approved,26,216478,69475,50,107875,4,2232,39,4,0.4,0.78,78.5,0,2,25.6,95267,0.25,3,0.83,0,270142,0.4,217,3,0,0,0,0.11,0.4,0,20
1277,11-02-2025 15:14,home,east,standard,agent,manual,submitted,67,973279,40935,67,120692,0,422,73,2,0.13,0.41,7.1,1,0,86.4,493182,0.16,2,0.71,1,105789,1.14,258,0,0,0,0,-0.39,0.68,0,31
1278,11-02-2025 15:24,education,north,standard,branch,hybrid,rejected,70,1994600,61523,44,446331,1,714,,5,0.21,0.7,15.7,2,0,20.9,781679,1.39,3,0.27,0,206828,2.16,237,1,0,0,0,-0.88,0.9,1,87
1279,11-02-2025 15:41,life,central,basic,branch,auto,approved,68,1600921,67681,118,310708,3,677,14,9,0.55,0.83,26,1,0,34.8,205636,1.49,2,0.4,0,234040,1.33,276,2,1,1,0,0.74,0.11,0,38
1280,11-02-2025 15:50,life,east,standard,agent,hybrid,approved,59,549116,64898,82,397356,0,1612,,3,0.53,0.6,49.5,2,0,20.2,205917,1.07,1,0.61,0,124788,3.18,236,2,1,0,0,-0.51,0.85,1,90
1281,11-02-2025 16:03,vehicle,east,premium,agent,auto,under_review,18,1363567,77454,103,156652,1,2452,78,1,0.81,0.8,,0,0,38.9,677312,0.27,0,0.62,0,109335,1.43,211,1,0,1,0,0.1,0.96,0,29
1282,11-02-2025 16:15,health,west,standard,mobile_app,auto,submitted,67,316590,52731,109,126193,1,2224,84,7,0.13,0.78,66.1,0,0,13.6,920232,0.59,3,0.44,0,89538,1.41,21,1,0,0,0,0.87,0.7,0,26
1283,11-02-2025 16:30,life,north,standard,mobile_app,auto,rejected,58,1918921,11894,73,59421,1,329,88,5,0.39,0.11,93.1,2,1,76.6,122515,1.46,3,0.48,0,297134,0.2,195,0,1,0,0,0.97,0.18,1,79
1284,11-02-2025 16:38,education,south,premium,agent,auto,approved,29,266509,74368,36,355225,1,2592,15,1,0.28,0.68,18.8,1,0,78.3,543967,0.32,3,0.63,0,99988,3.55,191,1,1,0,0,0.02,0.67,1,67
